Passo,ValorCentral,Tempo_false_32,Tempo_false_64,Tempo_false_128,Tempo_true_32,Tempo_true_64,Tempo_true_128,Tempo_close_32,Tempo_close_64,Tempo_close_128,Tempo_spread_32,Tempo_spread_64,Tempo_spread_128,Tempo_master_32,Tempo_master_64,Tempo_master_128
65,0.98846,0.000007,0.000010,0.013402,0.000006,0.000009,0.013428,0.000006,0.000010,0.013453,0.000006,0.000010,0.013487,0.000006,0.000010,0.013579
66,0.98812,0.000007,0.000010,0.013446,0.000006,0.000010,0.013436,0.000006,0.000010,0.013456,0.000007,0.000010,0.013519,0.000007,0.000010,0.013579
67,0.98779,0.000007,0.000010,0.013434,0.000006,0.000010,0.013452,0.000006,0.000009,0.013437,0.000006,0.000009,0.013472,0.000006,0.000010,0.013537
68,0.98744,0.000007,0.000009,0.013406,0.000006,0.000010,0.013419,0.000007,0.000009,0.013443,0.000006,0.000010,0.013449,0.000006,0.000010,0.013607
69,0.98710,0.000007,0.000010,0.013422,0.000006,0.000010,0.013411,0.000006,0.000009,0.013441,0.000006,0.000010,0.013460,0.000007,0.000010,0.013564
70,0.98674,0.000028,0.000010,0.013421,0.000006,0.000010,0.013453,0.000006,0.000010,0.013448,0.000006,0.000010,0.013510,0.000006,0.000009,0.013582
71,0.98639,0.000008,0.000010,0.013839,0.000006,0.000010,0.013437,0.000007,0.000018,0.013442,0.000006,0.000010,0.013633,0.000006,0.000011,0.013603
72,0.98603,0.000008,0.000009,0.013374,0.000007,0.000010,0.013413,0.000006,0.000011,0.013443,0.000007,0.000010,0.013605,0.000006,0.000009,0.013597
73,0.98567,0.000007,0.000011,0.013378,0.000006,0.000010,0.013425,0.000006,0.000010,0.013452,0.000006,0.000010,0.013560,0.000007,0.000010,0.014122
74,0.98530,0.000007,0.000009,0.013413,0.000006,0.000010,0.013430,0.000006,0.000010,0.013507,0.000007,0.000010,0.013576,0.000006,0.000009,0.013492
75,0.98493,0.000007,0.000010,0.013402,0.000006,0.000010,0.013429,0.000006,0.000010,0.013468,0.000006,0.000010,0.013604,0.000007,0.000009,0.013460
76,0.98455,0.000007,0.000010,0.013389,0.000006,0.000010,0.013421,0.000006,0.000011,0.013417,0.000006,0.000010,0.013538,0.000007,0.000010,0.013453
77,0.98418,0.000008,0.000010,0.013378,0.000006,0.000010,0.013425,0.000006,0.000010,0.013466,0.000006,0.000010,0.013503,0.000006,0.000009,0.013425
78,0.98379,0.000007,0.000010,0.013428,0.000006,0.000009,0.013455,0.000007,0.000010,0.013467,0.000006,0.000010,0.013519,0.000007,0.000010,0.013460
79,0.98341,0.000007,0.000010,0.013415,0.000006,0.000010,0.013418,0.000006,0.000009,0.013518,0.000006,0.000010,0.013522,0.000006,0.000010,0.013490
80,0.98302,0.000008,0.000010,0.013459,0.000006,0.000010,0.013434,0.000006,0.000010,0.013614,0.000006,0.000010,0.013495,0.000006,0.000010,0.013487
81,0.98262,0.000007,0.000010,0.013418,0.000006,0.000010,0.013391,0.000006,0.000010,0.013520,0.000006,0.000010,0.013453,0.000007,0.000010,0.013510
82,0.98222,0.000007,0.000009,0.013466,0.000006,0.000010,0.013437,0.000006,0.000010,0.013436,0.000006,0.000010,0.013465,0.000007,0.000010,0.013537
83,0.98182,0.000007,0.000009,0.013448,0.000006,0.000010,0.013453,0.000006,0.000010,0.013445,0.000006,0.000010,0.013423,0.000006,0.000009,0.013498
84,0.98142,0.000007,0.000010,0.013421,0.000006,0.000010,0.013427,0.000006,0.000010,0.013466,0.000007,0.000010,0.013463,0.000007,0.000010,0.013496
85,0.98101,0.000007,0.000010,0.013431,0.000006,0.000010,0.013400,0.000006,0.000010,0.013418,0.000006,0.000010,0.013459,0.000006,0.000010,0.013501
86,0.98059,0.000007,0.000010,0.013448,0.000006,0.000010,0.013470,0.000006,0.000010,0.013406,0.000006,0.000010,0.013587,0.000006,0.000010,0.013451
87,0.98018,0.000007,0.000010,0.013489,0.000006,0.000010,0.013426,0.000006,0.000010,0.013406,0.000007,0.000010,0.013563,0.000006,0.000010,0.013511
88,0.97976,0.000007,0.000010,0.013457,0.000006,0.000010,0.013419,0.000006,0.000010,0.013392,0.000006,0.000010,0.013600,0.000006,0.000009,0.013511
89,0.97933,0.000007,0.000010,0.013462,0.000007,0.000014,0.013419,0.000006,0.000010,0.013433,0.000006,0.000010,0.013511,0.000007,0.000010,0.013484
