Passo,ValorCentral,Tempo_false_32,Tempo_false_64,Tempo_false_128,Tempo_true_32,Tempo_true_64,Tempo_true_128,Tempo_close_32,Tempo_close_64,Tempo_close_128,Tempo_spread_32,Tempo_spread_64,Tempo_spread_128,Tempo_master_32,Tempo_master_64,Tempo_master_128
57,0.99098,0.000133,0.001476,0.000542,0.000103,0.000342,0.000591,0.000171,0.000971,0.000947,0.000258,0.000565,0.000985,0.000265,0.000266,0.000815
58,0.99068,0.000135,0.000341,0.000483,0.000107,0.000211,0.000632,0.000167,0.000482,0.000962,0.000232,0.000323,0.000826,0.000755,0.000257,0.000952
59,0.99038,0.000135,0.000267,0.000608,0.000122,0.000251,0.000644,0.000209,0.000914,0.001829,0.000465,0.000347,0.000457,0.000366,0.000262,0.001780
60,0.99007,0.000138,0.000246,0.000405,0.000101,0.000337,0.000620,0.000421,0.000359,0.001195,0.000250,0.000427,0.000535,0.000140,0.000260,0.000849
61,0.98975,0.000137,0.000334,0.000476,0.000114,0.000244,0.000763,0.000150,0.000328,0.001261,0.000263,0.000544,0.000707,0.000295,0.000265,0.000794
62,0.98944,0.000136,0.000216,0.000612,0.000120,0.000247,0.000505,0.000133,0.000333,0.000748,0.000259,0.000302,0.000530,0.000284,0.000261,0.001099
63,0.98912,0.000137,0.000243,0.000489,0.000113,0.000259,0.000425,0.000138,0.000325,0.000989,0.000263,0.000333,0.000442,0.000678,0.000265,0.001797
64,0.98879,0.000135,0.000228,0.000665,0.000110,0.000261,0.000461,0.000129,0.000284,0.000928,0.000269,0.000442,0.000652,0.000274,0.000261,0.000703
65,0.98846,0.000187,0.000215,0.000442,0.000109,0.000277,0.000509,0.000132,0.000608,0.000885,0.000258,0.000358,0.000450,0.000258,0.000264,0.001111
66,0.98812,0.000139,0.000227,0.000521,0.000109,0.000333,0.000574,0.000133,0.000319,0.000831,0.000255,0.000399,0.000563,0.000258,0.000263,0.000726
67,0.98779,0.000136,0.000244,0.000504,0.000110,0.000209,0.000468,0.000140,0.000253,0.000858,0.000258,0.000595,0.000506,0.000264,0.000270,0.000761
68,0.98744,0.000138,0.000220,0.000456,0.000112,0.000254,0.000431,0.000137,0.000249,0.000952,0.000259,0.000389,0.000780,0.000289,0.000207,0.000760
69,0.98710,0.000136,0.000285,0.000502,0.000110,0.000254,0.000411,0.000127,0.000275,0.000683,0.000256,0.000398,0.000646,0.000281,0.000265,0.000708
70,0.98674,0.000136,0.000235,0.000605,0.000467,0.000274,0.000427,0.000139,0.000341,0.000584,0.000256,0.000475,0.000579,0.000280,0.000258,0.000707
71,0.98639,0.000137,0.000309,0.000422,0.000116,0.000240,0.000427,0.000129,0.000250,0.000543,0.000256,0.000433,0.000463,0.000285,0.000418,0.004554
72,0.98603,0.000136,0.000241,0.000457,0.000124,0.000321,0.000427,0.000119,0.000278,0.000880,0.000278,0.000511,0.000656,0.000287,0.000462,0.000883
73,0.98567,0.000137,0.000305,0.000528,0.000109,0.000548,0.000437,0.000119,0.000245,0.000527,0.000302,0.000380,0.000512,0.000283,0.000264,0.000777
74,0.98530,0.000136,0.000231,0.000439,0.000129,0.000222,0.000437,0.000116,0.000300,0.000516,0.000261,0.000371,0.000432,0.000282,0.000445,0.000751
75,0.98493,0.000709,0.000233,0.000588,0.001310,0.000236,0.000417,0.000113,0.000243,0.000604,0.000271,0.000355,0.000533,0.000276,0.000429,0.000751
76,0.98455,0.000235,0.000239,0.000436,0.000230,0.000403,0.000436,0.000112,0.000327,0.001068,0.000262,0.000365,0.000567,0.000737,0.000776,0.000878
77,0.98418,0.000139,0.000234,0.000462,0.000633,0.000378,0.000444,0.000119,0.000240,0.000727,0.000273,0.000271,0.000482,0.000278,0.000282,0.000754
78,0.98379,0.000135,0.000244,0.000504,0.000206,0.000305,0.000466,0.000107,0.000248,0.000638,0.000273,0.000343,0.000456,0.000275,0.000332,0.000762
79,0.98341,0.000147,0.000235,0.000546,0.000175,0.000362,0.000496,0.000115,0.000223,0.000719,0.000282,0.000283,0.000415,0.000270,0.000302,0.000816
80,0.98302,0.000479,0.000233,0.000592,0.000165,0.001384,0.000776,0.000106,0.000329,0.000785,0.000258,0.000283,0.000436,0.000267,0.000291,0.000770
81,0.98262,0.003116,0.000235,0.002585,0.000244,0.001021,0.000869,0.000123,0.000206,0.000748,0.000262,0.000293,0.000442,0.000268,0.000491,0.000674
82,0.98222,0.000204,0.000233,0.000447,0.000136,0.000466,0.001623,0.000121,0.000296,0.000691,0.000254,0.000291,0.000450,0.000273,0.000475,0.000677
83,0.98182,0.000190,0.000228,0.000460,0.000202,0.000242,0.000679,0.000112,0.000333,0.001128,0.000335,0.000562,0.000593,0.000514,0.000738,0.000900
84,0.98142,0.000365,0.000234,0.000495,0.000172,0.000389,0.000914,0.000138,0.000311,0.000721,0.000243,0.000324,0.000411,0.000282,0.000485,0.000534
85,0.98101,0.000189,0.000256,0.000451,0.000213,0.000272,0.000817,0.000132,0.000236,0.000731,0.000253,0.000339,0.000458,0.000277,0.000401,0.000682
86,0.98059,0.000169,0.000240,0.000441,0.000193,0.000256,0.000741,0.000138,0.000256,0.000530,0.000271,0.000651,0.000515,0.000275,0.000339,0.000695
87,0.98018,0.000149,0.000239,0.000437,0.000261,0.000265,0.000518,0.000140,0.000261,0.000471,0.000255,0.000341,0.000965,0.000401,0.000289,0.000824
88,0.97976,0.000175,0.000249,0.000499,0.000177,0.000311,0.000665,0.000130,0.000274,0.000531,0.000260,0.000352,0.000570,0.000293,0.000296,0.000742
89,0.97933,0.000169,0.000241,0.000452,0.000173,0.000250,0.000418,0.000160,0.000715,0.000834,0.000677,0.000335,0.000744,0.000272,0.000272,0.000722
90,0.97890,0.000318,0.000239,0.000450,0.000173,0.000281,0.001024,0.000128,0.000334,0.000694,0.000197,0.000355,0.000706,0.000270,0.000278,0.000733
91,0.97847,0.000146,0.000239,0.000437,0.000178,0.000238,0.000706,0.000119,0.001163,0.000555,0.000719,0.000473,0.000427,0.000284,0.000266,0.000738
92,0.97804,0.000158,0.000240,0.000410,0.000173,0.000252,0.000513,0.000108,0.000311,0.000508,0.002466,0.000758,0.000426,0.000302,0.000269,0.000748
93,0.97760,0.000166,0.000238,0.000449,0.000181,0.000276,0.000484,0.000108,0.000759,0.000529,0.002075,0.000268,0.000437,0.000965,0.000271,0.000660
94,0.97716,0.000176,0.000238,0.000811,0.000367,0.000234,0.000598,0.000107,0.000593,0.000572,0.000134,0.000291,0.000429,0.000293,0.000260,0.000686
95,0.97671,0.000165,0.000246,0.000473,0.000243,0.000236,0.000489,0.000112,0.000521,0.000475,0.000114,0.000324,0.000448,0.000277,0.000265,0.000701
96,0.97626,0.000170,0.000238,0.000902,0.000814,0.000358,0.000604,0.000437,0.000535,0.000503,0.000109,0.000292,0.000522,0.000281,0.000267,0.000614
97,0.97581,0.000168,0.000241,0.000731,0.000141,0.000231,0.000456,0.000123,0.000553,0.008508,0.000098,0.000319,0.000426,0.000275,0.000273,0.000511
98,0.97536,0.000170,0.000237,0.000524,0.000130,0.000297,0.000458,0.000124,0.000916,0.002165,0.000111,0.000302,0.000543,0.001261,0.000261,0.000506
99,0.97490,0.000171,0.000235,0.000576,0.000134,0.000234,0.000521,0.000162,0.000494,0.000740,0.000118,0.000237,0.000576,0.000283,0.000252,0.000463
100,0.97444,0.000187,0.000240,0.000906,0.000142,0.000326,0.000439,0.000750,0.000453,0.000842,0.000114,0.000233,0.000528,0.000497,0.000253,0.000477
101,0.97397,0.000382,0.000361,0.000580,0.000293,0.000459,0.000440,0.000803,0.000442,0.000790,0.000514,0.000865,0.000546,0.000564,0.000363,0.000516
102,0.97350,0.000280,0.000264,0.000441,0.000124,0.000220,0.000466,0.001553,0.000368,0.000652,0.000261,0.000785,0.000467,0.000300,0.000280,0.000541
103,0.97303,0.000176,0.000502,0.000468,0.000127,0.000244,0.000616,0.000168,0.000471,0.000682,0.000287,0.000320,0.000439,0.000286,0.000255,0.000487
104,0.97255,0.000151,0.000395,0.000448,0.000116,0.000250,0.000506,0.000167,0.000427,0.000677,0.000271,0.000286,0.000456,0.000288,0.000247,0.000398
105,0.97208,0.000164,0.000361,0.000451,0.000118,0.000256,0.000492,0.000765,0.000868,0.000654,0.000270,0.000306,0.000487,0.000280,0.000246,0.000443
106,0.97159,0.000164,0.001225,0.000482,0.000114,0.000318,0.000805,0.000212,0.000518,0.000783,0.000274,0.000459,0.000622,0.000342,0.000246,0.000472
107,0.97111,0.000159,0.000974,0.000760,0.000116,0.000268,0.000529,0.000196,0.000436,0.000710,0.000272,0.000494,0.000413,0.000268,0.000250,0.000444
108,0.97062,0.000158,0.000296,0.000551,0.000112,0.000252,0.002966,0.000160,0.000552,0.001398,0.000265,0.000721,0.000447,0.000270,0.000250,0.000449
109,0.97013,0.000152,0.000340,0.000677,0.000113,0.000290,0.000749,0.000161,0.000844,0.000971,0.000272,0.000272,0.000461,0.000265,0.000243,0.000449
110,0.96963,0.000160,0.001061,0.000776,0.000109,0.000272,0.000729,0.000152,0.000361,0.000745,0.000266,0.000735,0.000484,0.000261,0.000242,0.000456
111,0.96914,0.000159,0.000555,0.000473,0.000106,0.000305,0.000519,0.000645,0.000761,0.001100,0.000279,0.000301,0.000524,0.000264,0.000238,0.000444
112,0.96863,0.000164,0.000420,0.000555,0.000107,0.000229,0.000489,0.000248,0.000625,0.001845,0.000270,0.000313,0.001204,0.000261,0.000237,0.000464
113,0.96813,0.000161,0.000612,0.000889,0.000110,0.000295,0.000478,0.000186,0.000264,0.001124,0.000267,0.000643,0.000638,0.000258,0.000240,0.001086
114,0.96762,0.000162,0.000312,0.000615,0.000109,0.000226,0.000485,0.000175,0.000293,0.001378,0.000269,0.000325,0.000792,0.000249,0.000238,0.000652
115,0.96711,0.000167,0.000300,0.000524,0.000104,0.000236,0.000490,0.000209,0.000371,0.001639,0.000277,0.000307,0.001048,0.000258,0.000243,0.000997
116,0.96660,0.000163,0.000300,0.000418,0.000109,0.000266,0.000486,0.000165,0.000282,0.001518,0.000267,0.000245,0.000906,0.000257,0.000234,0.001429
117,0.96608,0.000160,0.000319,0.000561,0.000114,0.000237,0.000633,0.000200,0.000246,0.001366,0.000268,0.000254,0.001012,0.000256,0.000234,0.000961
118,0.96557,0.000160,0.000295,0.000495,0.000105,0.000298,0.000947,0.000156,0.000339,0.001329,0.000297,0.000239,0.001048,0.000258,0.000254,0.000668
119,0.96504,0.000163,0.000352,0.000485,0.000121,0.000243,0.000751,0.000133,0.000321,0.001396,0.001139,0.000237,0.001180,0.000252,0.000246,0.001341
120,0.96452,0.000159,0.000239,0.001196,0.000122,0.000290,0.000477,0.000128,0.000317,0.002926,0.000206,0.000244,0.000484,0.000529,0.000220,0.001663
121,0.96399,0.000153,0.000241,0.000524,0.000115,0.000590,0.000484,0.000158,0.000334,0.001029,0.000199,0.000359,0.000596,0.000495,0.000209,0.001339
122,0.96346,0.000173,0.000234,0.000617,0.000113,0.000244,0.000501,0.000128,0.000458,0.003154,0.000194,0.000632,0.000634,0.000249,0.000233,0.001151
123,0.96293,0.000732,0.000235,0.002491,0.000117,0.000259,0.000476,0.000123,0.000508,0.003254,0.000217,0.000287,0.000473,0.000495,0.000473,0.001195
124,0.96239,0.000326,0.000233,0.001045,0.000117,0.000581,0.000454,0.000127,0.000423,0.001393,0.000473,0.000267,0.000455,0.000167,0.000291,0.000813
